domain,name,country,city,category,estimated_monthly_sales,currency,plus,payments,discovered_at,email
www.protella.co.za,www.protella.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
taperdesigns.co.za,Store unavailable,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
luneaonline.co.za,LUNÉA,ZA,,Home & Garden,,ZAR,false,PayPal,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
mail.lcdfactory.co.za,mail.lcdfactory.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
lcdfactory.co.za,lcdfactory.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
eyerevive.co.za,Eye Revive,ZA,,Health,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
easeflow.co.za,easeflow.co.za,ZA,,Health,,,false,Yoco,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
pets-are-everything.co.za,pets-are-everything.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
whoacollectionspackaging.co.za,Store unavailable,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
grainyknots.co.za,GrainyKnots,ZA,,Home & Garden,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@grainyknots.co.za
meltbeauty.co.za,Melt Hair & Beauty | Luxe Hair and Nail Salon in Sandton – MELT Hair & Beauty,ZA,,Beauty & Fitness,,ZAR,false,PayPal,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
everlynco.co.za,– My Store,ZA,,Other,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
toykingdom.co.za,,ZA,,Toys & Games,,,false,Payflex;PayU;PayJustNow;Paystack;Discovery Miles,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
echowater.co.za,echowater.co.za,ZA,,,,,false,Affirm;TrueMed;shopify_payments;Crypto: USDC;Affirm - Pay Over Time;Truemed - Pay with HSA/FSA,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
tintora-eyewear.co.za,tintora-eyewear.co.za,ZA,,Jewellery & Accessories,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
sbdstudio.co.za,sbdstudio.co.za,ZA,,Business & Industrial,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@sbdstudio.co.za
modishmarket.co.za,modishmarket.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
zenvira.co.za,zenvira.co.za,ZA,,Home & Garden,,,false,Yoco,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),zenvira-store@outlook.com
vanessacloset.co.za,vanessacloset.co.za,ZA,,Apparel,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
www.austraxx.co.za,www.austraxx.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
dreamdrive.co.za,,ZA,,Automotive,,,false,Ozow;PayGate;Peach Payments;Adumo Online;Paystack;NjiaPay Payments,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
carbontechnik.co.za,carbontechnik.co.za,ZA,,Automotive,,,false,PayFast,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
minimoods.co.za,minimoods.co.za,ZA,,Baby & Kids,,,false,PayFast,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
airbloom.co.za,airbloom,ZA,,Home & Garden,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
flexi908.co.za,flexi908.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
www.medyfit.co.za,www.medyfit.co.za,ZA,,,,,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
legogybc.co.za,LEGO® Certified Store South Africa – LEGO Certified Stores,ZA,,Toys & Games,,ZAR,false,,Mon Sep 07 2026 02:00:00 GMT+0200 (South Africa Standard Time),
columbineco.co.za,Columbine Co.,ZA,,Food & Drink,,ZAR,false,Yoco,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),columbineroast@gmail.com
skmstudio.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
returnapl.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
dragonight.co.za,DragoNight,ZA,,Apparel,,ZAR,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
tatamedia.co.za,– Tatamedia,ZA,,Books & Media,,ZAR,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
poe.janecai.co.za,poe.janecai.co.za,ZA,,Books & Media,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@janecai.co.za
bycallimila.co.za,By Callimila – ByCallimila,ZA,,Jewellery & Accessories,,ZAR,false,PayFast,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),orders@bycallimila.co.za
tucked.co.za,tucked,ZA,,Home & Garden,,ZAR,false,Yoco,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
thamitshabalala.co.za,thamitshabalala.co.za,ZA,,Arts & Entertainment,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@thamitshabalala.co.za
kreatieflik.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
luxebrushcaraca.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
www.govnova.co.za,www.govnova.co.za,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
brianroberts.co.za,brianroberts.co.za,ZA,,Business & Industrial,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
tshenolohealthcaresolutions.co.za,Explore our exclusive range of precision medical supplies and products – Tshenolo,ZA,,Health,,ZAR,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@tsenolo.co.za
toyzntingz.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
fernskloof.co.za,,ZA,,Toys & Games,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
leoanne.co.za,Leoannè,ZA,,Jewellery & Accessories,,ZAR,false,Afterpay;Amex;Apple Pay;Google Pay;Klarna;Mastercard;Shop Pay;Visa,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
misimuyote.co.za,– Misimu Yote,ZA,Umhlanga,Beauty & Fitness,,ZAR,false,PayFast,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),Info@misimuyote.co.za
preschoolbundle.co.za,The Pre-School Bundle,ZA,,Baby & Kids,,ZAR,false,Yoco,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
maspalace.co.za,Store unavailable,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
baggedkicksstore.com.ng,baggedkicksstore.com.ng,NG,,Apparel,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
flowstatecomposure.co.za,flowstatecomposure.co.za,ZA,,,,,false,,Sun Sep 06 2026 02:00:00 GMT+0200 (South Africa Standard Time),
theshopsa.co.za,theshopsa.co.za,ZA,,,,,false,,Wed Sep 09 2026 02:00:00 GMT+0200 (South Africa Standard Time),
wynstore.co.za,,ZA,,Food & Drink,,,false,Stitch;Capitec Pay,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@wynstore.co.za
souksa.co.za,souksa,ZA,,Electronics,,,false,Yoco;PayFast;Ozow,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@souksa.co.za
walldesigner.co.za,,ZA,,Home & Garden,,,false,PayFast,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
blingdesigns.co.za,,ZA,,Arts & Entertainment,,,false,Paystack;Yoco,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
moonstruckexperience.co.za,,ZA,,Jewellery & Accessories,,,false,PayPal;Yoco,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),moonstruckexperience@gmail.com
boucle.co.za,,ZA,,Apparel,,,false,Yoco,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),boucleboutiqueza@gmail.com
timbur.co.za,,ZA,,Home & Garden,,,false,Peach Payments,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),info@timbur.co.za
satlec.co.za,,ZA,,Business & Industrial,,,false,PayPal,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),satlec@lantic.net
qicheworx.co.za,qicheworx.co.za,ZA,,Automotive,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
belleplum.co.za,belleplum.co.za,ZA,,Beauty & Fitness,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
www.chinapreordercircle.com.ng,www.chinapreordercircle.com.ng,NG,,Home & Garden,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
account.xpoedge.co.za,account.xpoedge.co.za,ZA,,,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
account.velaroshop.co.za,account.velaroshop.co.za,ZA,,,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
bestvape.co.za,bestvape.co.za,ZA,,Health,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),coffeeandvape24@gmail.com
www.chargingza.co.za,www.chargingza.co.za,ZA,,,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),
captainclothing.co.za,captainclothing.co.za,ZA,,Apparel,,,false,,Sat Sep 12 2026 02:00:00 GMT+0200 (South Africa Standard Time),johanhroets@hotmail.com
